DATE,Revenue,Profit_Before_Tax,Net_Profit,Profit_Margin,Customer_Loans,Loans_from_Other_Organizations,Number_of_Customers,Customer_Classification
9/9/2016,22629,9349,3077,13.59759601,15672,19233,5957,Retail
12/9/2016,16424,9286,6630,40.36775451,34023,5812,2590,SME
13/09/2016,33037,2288,7844,23.74307595,26533,15549,4710,Corporate
14/09/2016,46295,5715,1654,3.572740037,25863,17198,3897,Corporate
15/09/2016,45019,7200,1278,2.838801395,35621,16781,2953,Corporate
16/09/2016,43011,5536,1910,4.440724466,25270,6675,7336,Corporate
19/09/2016,42540,4938,2620,6.158909262,24709,1256,9872,Retail
20/09/2016,23151,9997,6752,29.16504687,12287,16465,7597,SME
21/09/2016,14161,4174,526,3.714426947,21387,2989,8823,SME
22/09/2016,12512,6477,4062,32.46483376,11993,16706,8549,Retail
23/09/2016,39807,3264,4590,11.53063532,34137,6156,9537,SME
26/09/2016,32383,5357,980,3.026279221,27532,3445,6345,Retail
27/09/2016,49109,2934,7593,15.46152436,8026,18422,3347,Retail
28/09/2016,18993,6346,4388,23.10324857,25163,14875,5414,Corporate
29/09/2016,31634,6515,5884,18.60024025,16377,13839,5274,Retail
30/09/2016,30855,6791,2710,8.783017339,27311,16932,1577,SME
3/10/2016,13983,2266,665,4.755774869,27216,19939,8912,SME
4/10/2016,47703,4003,7511,15.74534096,11568,19344,3997,SME
5/10/2016,49709,7592,3619,7.280371764,6122,18797,3500,Corporate
6/10/2016,29169,2890,4463,15.30049025,26870,13515,5218,SME
7/10/2016,24640,9185,1035,4.200487013,8285,5459,4398,Retail
10/10/2016,10945,9768,2604,23.7916857,27254,17329,5601,SME
11/10/2016,10848,9824,3378,31.13938053,31148,4437,5012,Corporate
12/10/2016,38856,9249,1520,3.911879761,19454,5201,4277,SME
13/10/2016,17640,7015,3563,20.1984127,7809,18040,7777,SME
14/10/2016,36042,9836,8379,23.24787748,17964,5882,2503,Corporate
17/10/2016,23189,4428,1821,7.85286127,21077,8470,3974,Retail
18/10/2016,40515,6635,8712,21.50314698,11696,12613,5073,SME
19/10/2016,12093,1734,8034,66.43512776,21871,9178,4428,Corporate
20/10/2016,47856,4242,3307,6.910314276,34368,6569,3619,Corporate
21/10/2016,34166,3772,682,1.99613651,33074,15805,6915,Corporate
24/10/2016,36794,8600,2678,7.278360602,24803,12002,3322,SME
25/10/2016,27143,1813,4216,15.53254983,21707,17177,4628,Retail
26/10/2016,30880,1271,2817,9.122409326,30882,3339,6862,Retail
27/10/2016,46155,3277,525,1.137471563,17330,17727,4589,Corporate
28/10/2016,15785,3281,3409,21.59645233,18364,9900,2138,Retail
31/10/2016,48030,6237,2661,5.54028732,22790,6629,1304,SME
1/11/2016,10877,5279,7019,64.53066103,39709,14046,8257,Corporate
2/11/2016,17997,2211,5729,31.83308329,37489,17917,8873,SME
3/11/2016,38853,8661,2181,5.613466142,33391,11163,4811,Corporate
4/11/2016,10081,4255,3536,35.07588533,35170,18542,4958,Corporate
7/11/2016,45014,3941,5932,13.17812236,27353,1514,4605,Retail
8/11/2016,22316,1673,7746,34.7105216,12693,11229,6984,SME
9/11/2016,42389,9155,7828,18.46705513,25670,11938,9750,Retail
10/11/2016,22772,4544,1131,4.966625681,19966,9442,8945,SME
11/11/2016,30978,2293,3724,12.02143457,37331,12156,8856,Corporate
14/11/2016,14274,7535,2626,18.39708561,30940,1288,3587,Retail
15/11/2016,13670,8762,6012,43.97951719,16465,16266,2543,Corporate
16/11/2016,16325,3414,2337,14.31546708,29444,7971,3174,Corporate
17/11/2016,36378,2719,2025,5.566551212,28307,6558,7309,Corporate
18/11/2016,38203,4215,8549,22.37782373,32271,16092,9786,Corporate
21/11/2016,21195,8806,6053,28.55862232,33376,19152,2613,Retail
22/11/2016,36014,2500,2460,6.830676959,14702,19552,9290,Retail
23/11/2016,15947,8992,2813,17.63968144,11345,16188,8823,Corporate
24/11/2016,23744,5641,7260,30.57614555,9169,19253,8127,Corporate
25/11/2016,31112,1383,4658,14.97171509,14676,10974,1415,Corporate
28/11/2016,43848,2918,6554,14.94708995,15360,8668,8055,Corporate
29/11/2016,30929,9730,2928,9.466843416,28844,18877,4258,Retail
30/11/2016,44664,6171,2197,4.918950385,27748,9826,6414,SME
1/12/2016,42647,2184,8557,20.06471733,11339,12342,5675,Retail
2/12/2016,45817,2787,2089,4.559443002,39204,15183,3989,Corporate
5/12/2016,20548,2838,662,3.221724742,32142,3014,4555,Corporate
6/12/2016,49200,4167,5942,12.07723577,33047,9548,3290,Corporate
7/12/2016,12978,5743,3747,28.87193712,30462,9803,9722,Retail
8/12/2016,32579,1807,984,3.020350533,10510,3882,8269,Retail
9/12/2016,37396,8361,4630,12.38100332,34671,11771,5323,SME
12/12/2016,15312,2637,7161,46.76724138,5409,8377,6965,Retail
13/12/2016,46731,7811,783,1.675547281,20144,4750,6119,Corporate
14/12/2016,28586,5759,5767,20.17421115,11407,3637,1704,Corporate
15/12/2016,36068,1649,4560,12.64278585,24949,14694,3895,Corporate
16/12/2016,45205,3205,2175,4.811414667,36551,2771,5331,SME
19/12/2016,41098,3205,8070,19.63599202,29266,10893,2677,Retail
20/12/2016,17000,1599,4354,25.61176471,34412,19876,2504,Corporate
21/12/2016,12321,9841,4287,34.79425371,8836,9485,5829,Retail
22/12/2016,20180,2445,5835,28.9147671,26433,19730,3780,Corporate
23/12/2016,12360,2464,7813,63.21197411,24769,19793,9871,Corporate
26/12/2016,20400,6835,2308,11.31372549,16977,6864,2596,Corporate
27/12/2016,23553,7332,8812,37.41349297,22451,9452,9367,SME
28/12/2016,10337,8832,3344,32.34981136,27104,15265,5091,Corporate
29/12/2016,40280,6733,4011,9.957795432,35809,19390,3768,SME
30/12/2016,27124,5200,521,1.92080814,7075,1334,5259,Retail
3/1/2017,40111,9680,3270,8.152377153,21002,13110,5188,Retail
4/1/2017,37977,4938,6860,18.06356479,18880,13330,3136,SME
5/1/2017,46016,6038,6733,14.63186718,30499,16198,9443,Retail
6/1/2017,10739,8162,5635,52.47229723,36804,19608,9619,Retail
9/1/2017,23728,9673,6510,27.43594066,33040,2931,8985,Corporate
10/1/2017,48158,9647,1109,2.302836497,25501,3998,1680,Corporate
11/1/2017,31053,2548,2625,8.453289537,12297,10950,6560,Retail
12/1/2017,37991,9477,6728,17.7094575,10181,5666,5693,SME
13/01/2017,18604,7412,2262,12.15867555,5273,6654,4124,SME
16/01/2017,14267,9438,2129,14.92254854,10251,10793,1578,Retail
17/01/2017,23409,4713,2038,8.706053227,21556,6995,4604,Corporate
18/01/2017,26562,3705,1814,6.829305022,14343,1976,6299,Retail
19/01/2017,32344,3487,5615,17.36025229,25825,9848,7916,Retail
20/01/2017,28853,3487,3815,13.22219527,39395,4808,7883,Retail
23/01/2017,37256,7905,907,2.434507193,36256,5304,7050,Retail
24/01/2017,18977,5931,8012,42.2195289,19081,7372,5531,Retail
25/01/2017,30623,7614,2737,8.937726545,36731,17112,5373,SME
2/2/2017,27091,9916,2133,7.873463512,39484,17086,8457,Corporate
3/2/2017,19557,8393,6515,33.3128803,27794,13817,9994,SME
6/2/2017,39426,5052,1895,4.806472886,36049,7221,6750,Retail
7/2/2017,29549,1804,3008,10.17970151,32465,19835,3532,Corporate
8/2/2017,24181,8916,1627,6.728423142,29193,11069,9918,SME
9/2/2017,24998,4074,2638,10.55284423,25042,16082,4532,Retail
10/2/2017,15330,4834,1625,10.60013046,22514,5676,3569,Retail
13/02/2017,34071,9982,4143,12.15990138,8613,16233,6259,Retail
14/02/2017,20417,2582,8848,43.33643532,12122,18962,6272,SME
15/02/2017,31530,6971,5575,17.6815731,25044,8937,3839,Retail
16/02/2017,25469,7393,3001,11.78295182,31043,8931,9215,Retail
17/02/2017,42444,3066,3491,8.224955235,20197,8980,2368,SME
20/02/2017,30079,5096,6267,20.83513415,34253,4305,3532,Corporate
21/02/2017,32099,6787,4737,14.75746908,39830,2838,9608,SME
22/02/2017,24926,3096,4963,19.91093637,7058,13179,8466,SME
23/02/2017,14754,1726,8863,60.07184492,31756,7394,4987,Corporate
24/02/2017,20587,9067,7039,34.19148006,6532,14415,7720,Corporate
27/02/2017,37428,8932,5257,14.04563428,30685,17648,5542,Retail
28/02/2017,35983,9203,4453,12.37528833,11916,14356,1085,Retail
1/3/2017,15612,3672,3500,22.41865232,17343,8253,6304,Retail
2/3/2017,36675,6848,5077,13.84321745,19440,2998,3759,Retail
3/3/2017,39233,7300,5659,14.42408177,19081,18212,2201,Retail
6/3/2017,42287,2486,6303,14.90529004,14202,7328,6644,Retail
7/3/2017,41201,9970,2388,5.795975826,10552,16564,8825,Retail
8/3/2017,33151,5349,1648,4.971192423,39142,2611,9093,Retail
9/3/2017,21106,8461,5764,27.30976973,14320,1628,1179,Corporate
10/3/2017,34391,7370,5640,16.39963944,8661,5305,4459,Retail
13/03/2017,38254,8270,8975,23.46159879,37807,6327,1090,Retail
14/03/2017,49725,5538,6857,13.78984414,21332,16108,6677,SME
15/03/2017,46560,9437,3258,6.99742268,33456,15864,3711,SME
16/03/2017,20305,3323,2315,11.40113273,21401,18275,5473,Corporate
17/03/2017,28520,1636,7396,25.93267882,7981,12848,8649,Retail
20/03/2017,16445,6450,2219,13.49346306,6980,5030,6853,Retail
21/03/2017,49131,6425,4115,8.375567361,7425,8948,8216,Corporate
22/03/2017,42933,9850,2600,6.055947639,27211,6924,2214,SME
23/03/2017,26818,1990,2161,8.058020732,26756,17918,2764,SME
24/03/2017,44736,3317,7548,16.8723176,38196,16226,8492,SME
27/03/2017,43996,6520,1324,3.009364488,22021,1981,3493,Retail
28/03/2017,19220,3487,2718,14.14151925,13140,2660,5382,Retail
29/03/2017,31427,1104,4595,14.6211856,25092,1318,5210,Retail
30/03/2017,43966,2005,2255,5.12896329,31105,9831,8531,Corporate
31/03/2017,38558,4133,2263,5.869080346,33585,9568,7786,Corporate
3/4/2017,24730,5450,5229,21.14435908,5500,3171,4592,Retail
4/4/2017,17579,4677,7128,40.54838159,24045,19252,7395,Retail
5/4/2017,46174,8389,7306,15.8227574,25955,13675,8417,Corporate
7/4/2017,14966,3626,4477,29.91447281,8981,14370,8575,Corporate
10/4/2017,48285,1203,589,1.21984053,11990,17573,3416,SME
11/4/2017,31206,2745,7379,23.6460937,18154,12727,8681,SME
12/4/2017,49965,1777,972,1.945361753,36864,13185,7832,SME
13/04/2017,19166,5459,5540,28.90535323,32166,12407,2200,SME
14/04/2017,33722,9980,6610,19.60144713,31716,8696,4528,Corporate
17/04/2017,27611,2076,8897,32.22266488,18137,5125,3789,Retail
18/04/2017,33771,2396,6285,18.61064227,11090,3360,9426,SME
19/04/2017,17278,3591,8285,47.95115175,28225,8741,3738,Retail
20/04/2017,39483,8264,8056,20.40371806,13132,11535,7722,SME
21/04/2017,44260,7340,5958,13.46136466,29078,3902,4640,Retail
24/04/2017,46535,6272,6398,13.74879123,11116,19789,8786,Retail
25/04/2017,25101,6098,7332,29.20999163,34720,17048,2274,Corporate
26/04/2017,34217,3871,4111,12.01449572,5970,2735,3384,SME
27/04/2017,40840,1648,3600,8.814887365,12102,6602,2998,SME
28/04/2017,28048,9748,4716,16.81403309,17030,1236,5492,Retail
3/5/2017,29807,7965,5066,16.99600765,20108,12055,9947,SME
4/5/2017,10184,6850,3797,37.28397486,28632,9265,1489,Corporate
5/5/2017,15074,8718,6251,41.46875415,26794,5641,2849,SME
8/5/2017,41318,8323,4221,10.21588654,34795,4290,6011,Corporate
9/5/2017,42511,6163,8546,20.10303216,32533,10564,2348,Corporate
10/5/2017,23051,2996,5599,24.28961867,26065,14281,9151,Corporate
11/5/2017,47977,7776,1935,4.033182567,35901,14672,3153,Retail
12/5/2017,16462,8661,3556,21.60126352,24454,12180,6308,Corporate
15/05/2017,14983,1288,8697,58.04578522,16749,16228,4583,Retail
16/05/2017,18092,5079,4815,26.61397303,17949,7606,9001,SME
17/05/2017,39011,5817,4286,10.98664479,8944,13938,2042,Corporate
18/05/2017,38456,6836,6549,17.0298523,21412,7361,9323,SME
19/05/2017,40073,6648,5387,13.44296659,35808,4548,9853,Retail
22/05/2017,34153,5213,2904,8.50291336,6305,4472,2544,Retail
23/05/2017,22271,5427,3004,13.48839298,12611,6863,2857,Corporate
24/05/2017,13869,6340,6892,49.69356118,18742,11325,6673,Retail
25/05/2017,35652,2472,4074,11.42712891,7898,11301,9991,SME
26/05/2017,37274,5828,6977,18.71814133,17303,12768,7647,Corporate
29/05/2017,46564,1721,3307,7.102053088,39856,10160,4938,SME
30/05/2017,15393,6273,3585,23.28980706,21231,11609,6265,SME
31/05/2017,44274,6892,2274,5.136197317,33672,8490,2997,SME
1/6/2017,34769,3145,7464,21.46739912,10889,13278,4134,SME
2/6/2017,25920,5321,1906,7.353395062,23620,16369,5708,Corporate
5/6/2017,24550,2620,5431,22.12219959,26921,17205,3060,Retail
6/6/2017,17213,5997,1825,10.60245164,35923,2386,2967,SME
7/6/2017,43914,9506,2015,4.588513914,26629,7586,2954,Corporate
8/6/2017,45505,8779,3178,6.983847929,31187,11668,2393,SME
9/6/2017,38903,5557,4297,11.04542066,36426,19325,4959,Retail
12/6/2017,32014,6146,8222,25.6825139,38179,19131,3451,SME
13/06/2017,25708,1095,4260,16.57071729,22108,11328,9496,Retail
14/06/2017,27729,3010,1537,5.542933391,17672,6939,9517,Corporate
15/06/2017,11365,1562,1684,14.81742191,39457,16690,6719,Retail
16/06/2017,23856,2253,3775,15.82411133,37600,14812,5670,Retail
19/06/2017,28866,8187,3803,13.17466916,28224,15445,6875,SME
20/06/2017,36613,6372,5468,14.93458608,36129,10100,7680,Retail
21/06/2017,28583,5895,2486,8.697477522,30659,4845,7201,Retail
22/06/2017,26371,1947,8766,33.24106026,14107,7116,8754,Retail
23/06/2017,12170,1293,6565,53.9441249,8842,11985,4464,Corporate
26/06/2017,47990,3699,6219,12.95894978,37305,1874,3768,Retail
27/06/2017,26473,4407,7762,29.32043969,25066,10253,7172,Retail
28/06/2017,13185,9324,8554,64.87675389,29639,10423,4637,Retail
29/06/2017,18347,5338,5417,29.52526299,38750,13433,5902,Corporate
30/06/2017,44305,2937,4288,9.678365873,29659,14455,8577,Corporate
3/7/2017,45081,9684,3465,7.686164903,39296,2265,6540,Retail
4/7/2017,22403,5633,4223,18.850154,7046,8152,3172,SME
5/7/2017,11873,3998,6657,56.06839047,26484,15464,2336,SME
6/7/2017,22683,4936,1025,4.518802628,26054,6737,1758,Corporate
7/7/2017,31568,6859,2180,6.905727319,16414,16328,6130,Retail
10/7/2017,45063,8593,6725,14.92355147,28343,9590,9533,SME
11/7/2017,48723,3408,6873,14.10627424,26818,7861,3855,Corporate
12/7/2017,29961,2107,7189,23.99452622,19177,3362,8580,Retail
13/07/2017,41933,3147,5305,12.65113395,30997,8317,3865,Retail
14/07/2017,34630,8517,8765,25.31042449,32341,6270,3147,Retail
17/07/2017,27700,3538,8523,30.76895307,34730,19954,3209,SME
18/07/2017,37774,1727,5064,13.40604649,16789,7677,4067,Retail
19/07/2017,18211,5889,4943,27.14293559,8290,2399,5699,Corporate
20/07/2017,43775,9620,5713,13.0508281,14086,1979,3881,SME
21/07/2017,30165,9498,5910,19.59224267,38617,14953,1942,Corporate
24/07/2017,47588,5751,2076,4.362444314,32640,19345,6662,Retail
25/07/2017,26062,2535,6175,23.69350012,21857,17099,1240,SME
26/07/2017,41940,9068,6286,14.98807821,21363,18360,6825,Corporate
27/07/2017,29088,8883,2436,8.374587459,19517,3773,6614,Retail
28/07/2017,45001,4354,2071,4.602119953,24375,12535,8690,SME
31/07/2017,26005,6914,5845,22.47644684,37749,11264,5217,SME
1/8/2017,36720,3844,5993,16.3208061,22972,8581,3920,SME
2/8/2017,45094,5421,3612,8.009934803,19698,8095,5749,Retail
3/8/2017,39827,7630,7278,18.2740352,20460,17575,1138,SME
4/8/2017,27800,5621,5307,19.08992806,30053,19055,8868,SME
7/8/2017,36460,9955,7566,20.7515085,19150,8323,4005,SME
8/8/2017,11193,6371,7558,67.52434557,22896,18878,9535,SME
9/8/2017,19820,9152,1152,5.812310797,10840,5186,9268,SME
10/8/2017,10907,9794,1749,16.03557348,14870,15037,8459,Corporate
11/8/2017,25223,2598,1148,4.551401499,21787,19651,9557,SME
14/08/2017,41802,8813,5113,12.23147218,39158,3825,6085,Retail
15/08/2017,43865,7994,5900,13.45035906,33963,15905,4088,SME
16/08/2017,45560,4438,8431,18.50526778,5931,1688,5873,SME
17/08/2017,31198,8191,4883,15.65164434,9543,12610,7796,Corporate
18/08/2017,19220,6637,8789,45.72840791,11053,13681,1127,Corporate
21/08/2017,11716,5314,2215,18.90576989,25467,12952,5878,Retail
22/08/2017,30295,6665,3285,10.84337349,15318,12124,8516,Retail
23/08/2017,17533,4135,3923,22.37495009,11279,18290,8050,Retail
24/08/2017,36952,6600,3586,9.704481489,39561,16359,7554,Corporate
25/08/2017,46101,6615,4608,9.995444784,38514,15758,8998,Corporate
28/08/2017,18527,2311,3340,18.02774329,19538,8145,3304,Corporate
29/08/2017,38457,4547,7037,18.29835921,6116,3746,8027,Corporate
30/08/2017,43430,7531,1396,3.214367948,8820,18680,3759,Corporate
31/08/2017,24809,2620,3298,13.29356282,10748,16020,2843,Corporate
1/9/2017,19433,6514,7367,37.90974116,15182,7555,5293,Corporate
5/9/2017,31395,6299,2223,7.080745342,22007,9458,7539,Corporate
6/9/2017,18989,1141,1360,7.162041182,31443,7311,4412,Retail
7/9/2017,21133,4688,5445,25.76539062,18334,15381,9415,Corporate
8/9/2017,32627,6562,1197,3.668740614,16889,13716,6917,Retail
11/9/2017,42282,1301,4732,11.19152358,9450,1635,2160,Corporate
12/9/2017,21111,3947,5899,27.94277865,25111,11882,4680,Corporate
13/09/2017,39951,3496,4420,11.06355285,22661,11770,3331,Retail
14/09/2017,46562,7359,4543,9.756883295,9764,7116,4197,Retail
15/09/2017,17752,9463,4832,27.21946823,39456,19534,4104,Retail
18/09/2017,26639,4584,1616,6.06629378,26302,7751,3605,Corporate
19/09/2017,34419,2767,6967,20.24172695,23867,5656,4246,SME
20/09/2017,49538,9903,4208,8.494489079,11987,5919,3996,Corporate
21/09/2017,49153,7077,4533,9.222224483,17717,1445,1047,SME
22/09/2017,26074,3589,3544,13.59208407,11953,1019,8211,SME
25/09/2017,48168,4999,5522,11.46404252,30125,14050,3660,Corporate
26/09/2017,41231,5559,7495,18.1780699,32090,18495,4253,Corporate
27/09/2017,31855,9294,647,2.031078324,35165,2308,7276,Retail
28/09/2017,39659,8638,1367,3.446884692,35044,18783,4462,SME
29/09/2017,11677,2780,4456,38.16048643,15933,18185,2050,Corporate
2/10/2017,31454,8651,6075,19.31391874,19752,2729,1479,Corporate
3/10/2017,16149,4397,7038,43.58164592,5418,18466,5016,SME
4/10/2017,34983,7833,2017,5.765657605,37491,13355,4626,Corporate
5/10/2017,15735,3240,3351,21.29647283,6381,7862,6050,SME
6/10/2017,25409,5587,2214,8.713447991,39372,13422,3878,SME
9/10/2017,39542,4457,3427,8.666734106,28916,1939,6897,Retail
10/10/2017,28293,4890,7590,26.8264235,27271,11997,9808,Corporate
11/10/2017,14248,4765,3901,27.3792813,20833,5924,4676,Retail
12/10/2017,29793,4956,7262,24.37485315,23466,12931,6122,Retail
13/10/2017,32494,4769,4678,14.39650397,34807,7290,6214,SME
16/10/2017,44333,2682,1593,3.5932601,21557,2629,4162,SME
17/10/2017,33845,4241,4494,13.27817994,36467,12851,4930,SME
18/10/2017,29377,2798,7595,25.85355891,24160,15813,2703,Retail
19/10/2017,31672,7372,2417,7.6313463,5143,9630,4449,Retail
20/10/2017,14593,1171,7306,50.06509971,32471,9365,6502,SME
23/10/2017,20602,6024,875,4.24716047,17117,6887,5351,SME
24/10/2017,46107,7359,6341,13.75279242,18739,5471,3439,SME
25/10/2017,19504,7779,8735,44.78568499,5055,13299,5457,SME
26/10/2017,49105,6170,8598,17.50941859,13854,17918,1035,Corporate
27/10/2017,15241,6512,828,5.432714389,17192,16221,1537,Retail
30/10/2017,26757,2619,7733,28.90084838,26018,14987,1995,Retail
31/10/2017,10833,9450,5286,48.79534755,31064,7510,8440,Retail
1/11/2017,24074,1028,992,4.120628063,18128,4158,7923,Corporate
2/11/2017,12073,4110,3206,26.555123,31274,19520,7359,Corporate
3/11/2017,22236,3859,5291,23.79474726,24292,15157,2204,Retail
6/11/2017,16216,9033,3570,22.01529354,5678,14389,8858,SME
7/11/2017,45736,3061,8000,17.49169145,17415,16118,4149,SME
8/11/2017,40403,7689,3699,9.155260748,5360,2396,3467,Corporate
9/11/2017,32922,3893,2686,8.158678088,28424,17839,8489,Corporate
10/11/2017,33047,5590,2762,8.357793446,31980,6272,9320,Corporate
13/11/2017,27332,2822,1053,3.852626957,14725,13591,8085,Corporate
14/11/2017,25452,1064,3424,13.45277385,14754,3521,5574,Retail
15/11/2017,42270,7507,7302,17.27466288,5378,5221,2716,Retail
16/11/2017,28888,7467,3565,12.34076433,32451,17499,5324,Retail
17/11/2017,38718,9830,6742,17.41308952,9578,11753,3167,SME
20/11/2017,48115,6486,8137,16.91156604,11841,17043,2093,Retail
21/11/2017,45025,6248,6679,14.83398112,20996,19297,1847,Retail
22/11/2017,11175,5865,6224,55.69574944,19623,6251,8049,Retail
23/11/2017,32133,7382,741,2.306040519,21014,14159,3796,Corporate
24/11/2017,31004,5420,3955,12.75641853,24423,9223,2771,SME
27/11/2017,48317,6290,736,1.523273382,15620,5565,5078,SME
28/11/2017,31935,1355,3154,9.876311257,34430,4600,2449,SME
29/11/2017,20350,2148,3381,16.61425061,38393,9597,6891,SME
30/11/2017,35255,7302,2556,7.250035456,17257,15406,4845,SME
1/12/2017,48547,8988,3405,7.013821657,21523,13080,3114,Retail
4/12/2017,44026,2731,8323,18.90473811,38738,14086,4140,Corporate
5/12/2017,44669,2393,5848,13.09185341,19834,17536,6010,Corporate
6/12/2017,15042,1490,7606,50.56508443,18617,15386,5770,SME
7/12/2017,25937,4264,3772,14.54293095,7821,3120,9363,Corporate
8/12/2017,27870,6665,2233,8.012199498,24837,14807,5713,Retail
11/12/2017,39785,1285,6232,15.66419505,29882,7951,4044,Retail
12/12/2017,42869,2219,5758,13.43161725,5270,15458,4260,SME
13/12/2017,37000,7001,685,1.851351351,10354,16553,8941,Corporate
14/12/2017,24920,7247,732,2.937399679,11581,9819,9672,SME
15/12/2017,49602,9622,4799,9.675013104,23751,14756,6659,Retail
18/12/2017,29052,2367,928,3.194272339,33776,9936,5134,Retail
19/12/2017,45979,4307,8093,17.60151373,13446,3381,4995,Corporate
20/12/2017,20600,7176,1612,7.825242718,11533,7788,5634,Corporate
21/12/2017,49332,2266,7613,15.43217384,32870,7499,2947,SME
22/12/2017,30350,4446,6283,20.70181219,33476,16550,2653,Retail
25/12/2017,30428,2521,6428,21.12527935,11195,16925,7764,Retail
26/12/2017,48704,8961,3065,6.293117608,34093,13298,8129,Corporate
27/12/2017,31066,3889,4226,13.60329621,28446,10414,5597,Retail
28/12/2017,37787,6477,7836,20.7372906,27479,7746,9526,SME
29/12/2017,24941,7435,5122,20.53646606,36663,17425,7152,SME
2/1/2018,48434,4067,3007,6.20844861,6772,14819,3599,Retail
3/1/2018,46300,3425,6958,15.02807775,16338,9820,1694,Retail
4/1/2018,45569,3132,2268,4.977067743,5228,19124,4381,SME
5/1/2018,17463,1453,6279,35.9560213,5170,7789,2443,SME
8/1/2018,36122,7932,6766,18.73096728,37782,12254,9757,SME
9/1/2018,35977,4846,2927,8.135753398,17463,11687,4910,Retail
10/1/2018,15103,6000,3108,20.57869297,31587,1928,4756,Corporate
11/1/2018,42843,1748,3399,7.933618094,11336,7370,5368,SME
12/1/2018,11966,5167,3330,27.8288484,26171,5248,5972,SME
15/01/2018,14090,3426,4342,30.81618169,23144,6913,1605,SME
16/01/2018,46483,3822,5613,12.0753824,29832,15801,7303,Retail
17/01/2018,25679,1932,1475,5.743993146,20436,10176,9206,Retail
18/01/2018,25168,9861,4990,19.82676414,33249,17785,5508,Corporate
19/01/2018,13878,4603,7965,57.39299611,14963,5916,4000,SME
22/01/2018,14356,7211,4517,31.46419615,7484,14957,1346,Retail
25/01/2018,24851,4640,4191,16.86451249,24119,13587,1908,Corporate
26/01/2018,13216,5189,1176,8.898305085,14229,10132,4940,Corporate
29/01/2018,12430,2493,3262,26.24296058,30530,4493,4043,Retail
30/01/2018,34726,6678,4983,14.34947878,31046,13948,3925,SME
31/01/2018,30028,3616,5452,18.15638737,33135,3789,5956,Retail
1/2/2018,15000,2596,3728,24.85333333,28694,15860,3589,Retail
2/2/2018,40425,8778,7484,18.51329623,5936,18616,8737,Retail
5/2/2018,49206,2023,3694,7.507214567,25630,4300,6498,SME
6/2/2018,11588,8416,7526,64.94649638,10614,18122,7106,Corporate
7/2/2018,42481,1013,3236,7.617523128,5960,14376,1253,SME
8/2/2018,21157,3714,4344,20.53221156,19446,13707,4313,SME
9/2/2018,18947,3125,4803,25.34965958,27683,6298,6033,Retail
12/2/2018,41397,8754,2793,6.746865715,21112,11638,8480,Corporate
13/02/2018,40471,3647,5630,13.91119567,9995,13889,3888,SME
21/02/2018,30118,2627,2453,8.144631118,29383,8468,2843,Retail
22/02/2018,35898,1567,7380,20.55824837,7588,19460,2937,Corporate
23/02/2018,20975,3133,2287,10.9034565,30616,1716,3579,Corporate
26/02/2018,32473,3534,8908,27.43202045,6436,9368,9743,SME
27/02/2018,26243,6885,7880,30.02705483,19389,14030,9372,Retail
28/02/2018,23747,4271,6697,28.20145703,10781,14353,4725,SME
1/3/2018,37218,3957,8850,23.7788167,8177,5565,1539,SME
2/3/2018,38439,8646,8712,22.66448139,29004,7312,4705,SME
5/3/2018,25443,5515,6190,24.32889203,12339,7399,5350,Retail
6/3/2018,32297,2430,8569,26.53187603,16326,12072,4920,Retail
7/3/2018,32329,6250,1584,4.899625723,38751,8206,5881,Retail
8/3/2018,40296,4221,3451,8.564125472,5085,8705,7222,Retail
9/3/2018,36547,9803,5026,13.75215476,25642,13671,5503,Retail
12/3/2018,11339,5095,5068,44.69529941,24078,10784,4428,Retail
13/03/2018,28348,4912,4989,17.59912516,36060,12692,7657,Corporate
14/03/2018,27562,8548,6405,23.2385168,34110,4821,9139,SME
15/03/2018,46472,9154,1366,2.939404373,35501,2901,5110,Corporate
16/03/2018,34992,5195,4699,13.42878372,31895,16542,4585,SME
19/03/2018,36398,3079,1935,5.316226166,37126,17683,1689,Retail
20/03/2018,15774,4391,4543,28.80055788,14998,1988,1017,Retail
21/03/2018,29783,8275,6435,21.60628546,13546,16103,7416,SME
22/03/2018,28109,8983,5929,21.0928884,23713,9956,5427,SME
23/03/2018,43281,3944,888,2.051708602,31729,2458,2670,Retail
26/03/2018,46342,5052,2065,4.456001036,11797,10698,1453,Corporate
27/03/2018,24767,5828,3614,14.59199742,15938,10064,2820,Retail
28/03/2018,17548,3854,5846,33.31433782,32296,1482,1167,SME
29/03/2018,33723,7180,7907,23.44690567,37078,14466,9302,Retail
30/03/2018,28906,4105,4698,16.2526811,36526,7873,4031,Corporate
2/4/2018,27610,7243,7433,26.92140529,13872,1190,4317,SME
3/4/2018,32613,5478,8330,25.54196179,28514,7790,3957,SME
4/4/2018,38327,9730,7466,19.47974013,36527,18399,4360,SME
5/4/2018,42874,2838,2918,6.805989644,5955,12469,2521,SME
6/4/2018,17659,3776,5623,31.84212017,36744,16596,4247,Corporate
9/4/2018,14352,1344,1565,10.90440357,29756,8098,7097,Corporate
10/4/2018,37660,8630,8214,21.81093999,35424,10636,1072,SME
11/4/2018,25147,1498,5245,20.85735873,29272,1665,7788,Corporate
12/4/2018,15046,6395,6480,43.06792503,8777,13622,1263,Retail
13/04/2018,41101,5394,3796,9.235785017,23704,19145,8646,SME
